CountryShort,Year,Nr. of coordinated projects,Budget of coordinated projects,Total nr. of projects,Nr. of projects as participant,Country,GDP,Population,% pop. with a secondary education,% pop. with a tertiary education,National R&D Budget,GDP / capita,Budget of coordinated projects / capita,Nr. of coordinated projects - Cumulative,Budget of coordinated projects - Cumulative,Total nr. of projects - Cumulative,Nr. of projects as participant - Cumulative,Budget of coordinated projects / capita - Cumulative
HR,2007,7,2046430,31,24,Croatia,  60200300000,4313530,59.9,13.4,348002000,13956.1565585495,0.474421181723554,9,2294969,92,83,0.532053587340081
HR,2008,5,2250807.4,72,67,Croatia,  70789300000,4311967,60.5,13.6,425532000,16416.9391834399,0.521990868668522,14,4545776.4,164,150,1.0540444560086
HR,2009,5,5387221.25,50,45,Croatia,  62892500000,4309796,60.2,14.5,380677000,14592.9180870742,1.24999448929833,19,9932997.65,214,195,2.30403894530694
HR,2010,3,3841343.2,33,30,Croatia,  59662100000,4302847,58.8,15.7,335144000,13865.7265759159,0.892744547970216,22,13774340.85,247,225,3.19678349327715
HR,2011,7,8389819.44,74,67,Croatia,  62234300000,4289857,60,15.4,336373000,14507.3134139436,1.95573405826814,29,22164160.29,321,292,5.15251755154529
HR,2012,4,12601446,65,61,Croatia,  56446000000,4275984,61.1,15.8,330000000,13200.7042121767,2.94702833312753,33,34765606.29,386,353,8.09954588467283
HR,2013,11,21564549.9,77,66,Croatia,  57755200000,4262140,60.5,17,354684000,13550.75150042,5.05955925896381,44,56330156.19,463,419,13.1591051436366
HR,2014,8,11277121.45,47,39,Croatia,  57095900000,4246809,60.7,18.5,339857000,13444.4238014943,2.65543410358224,52,67607277.64,510,458,15.8145392472189
HR,2015,10,6453886.75,93,83,Croatia,  48648100000,4225316,60.1,19.6,374808000,11513.4820685601,1.52743291862668,62,74061164.39,603,541,17.3419721658456
HR,2016,5,4162280.39,97,92,Croatia,  50427100000,4190669,60,19.7,NA,12033.1861094255,0.993225757033066,67,78223444.78,700,633,18.3351979228786
HU,2003,2,564928,18,16,Hungary,  85089100000,10142362,56.8,13.1,693056000,8389.47574539343,0.0556998458544469,2,564928,18,16,0.0556998458544469
HU,2004,31,18266864,373,342,Hungary, 103915200000,10116742,56.5,14.2,721312000,10271.6072031885,1.80560737834374,33,18831792,391,358,1.86130722419819
HU,2005,28,5000303,272,244,Hungary, 112702800000,10097549,56.9,14.5,837589000,11161.4016431116,0.495199676674013,61,23832095,663,602,2.3565069008722
HU,2006,31,33769036,392,361,Hungary, 114760200000,10076581,57.7,15,900451000,11388.8034046469,3.35123947299188,92,57601131,1055,963,5.70774637386408
HU,2007,19,12161386,166,147,Hungary, 139369400000,10066158,58.3,15.4,977493000,13845.3419864858,1.20814574935144,111,69762517,1221,1110,6.91589212321552
HU,2008,36,36949701.18,303,267,Hungary, 158313000000,10045401,57.8,16.4,1059155000,15759.7491628259,3.6782704025454,147,106712218.18,1524,1377,10.5941625257609
HU,2009,27,29565098.23,216,189,Hungary, 130844500000,10030975,58.1,16.9,1067166000,13044.0460673065,2.94738031248209,174,136277316.41,1740,1566,13.541542838243
HU,2010,23,37049479.09,240,217,Hungary, 130346200000,10014324,58.5,17.1,1126073000,13015.9759160978,3.69964853244213,197,173326795.5,1980,1783,17.2411913706851
HU,2011,37,44827935.56,256,219,Hungary, 140341600000,9985722,57.7,18,1204629000,14054.2266247749,4.48920324038662,234,218154731.06,2236,2002,21.7303946110718
HU,2012,32,34117607.85,237,205,Hungary, 127305200000,9931925,57.5,19,1257332000,12817.7770170435,3.43514553825165,266,252272338.91,2473,2207,25.1655401493234
HU,2013,36,47360894.24,255,219,Hungary, 134780000000,9908798,57.8,19.5,1415099000,13602.0534478551,4.77968107130653,302,299633233.15,2728,2426,29.9452212206299
HU,2014,22,14620931.54,109,87,Hungary, 139430500000,9877365,57.7,20.2,1428824000,14116.1635719648,1.48024615269356,324,314254164.69,2837,2513,31.4254673733235
HU,2015,43,60576040.66,220,177,Hungary, 121683600000,9855571,57.2,20.9,1510935000,12346.6818918965,6.14637555348138,367,374830205.35,3057,2690,37.5718429268049
HU,2016,30,31789944.9,176,146,Hungary, 124414100000,9830485,57.6,20.6,NA,12655.9472904948,3.23381246194872,397,406620150.25,3233,2836,40.8056553887536
IE,2003,3,463311,30,27,Ireland, 164653700000,3964191,37.6,23.5,1636800000,41535.2590225849,0.116874035585066,3,463311,30,27,0.116874035585066
IE,2004,38,60090875,282,244,Ireland, 194227500000,4028851,36.8,24.9,1840400000,48209.1544214467,14.9151395770159,41,60554186,312,271,15.0320136126009
IE,2005,47,46164396,234,187,Ireland, 211765400000,4111672,37.4,26.1,2030000000,51503.475958199,11.227645590407,88,106718582,546,458,26.259659203008
IE,2006,64,41886200,265,201,Ireland, 232362300000,4208156,37,27.7,2216900000,55217.1307337466,9.9535758655335,152,148604782,811,659,36.2132350685415
IE,2007,19,61448441.6,93,74,Ireland, 270390600000,4340118,37,28.9,2432000000,62300.2876880306,14.1582421491766,171,210053223.6,904,733,50.3714772177181
IE,2008,28,58445004.35,245,217,Ireland, 276050400000,4457765,37.3,30.3,2605600000,61925.7408140627,13.1108311788531,199,268498227.95,1149,950,63.4823083965711
IE,2009,47,72451662.17,183,136,Ireland, 236703600000,4521322,37.1,31.4,2735556000,52352.7410788261,16.0244420039095,246,340949890.12,1332,1086,79.5067504004806
IE,2010,72,162871062.03,285,213,Ireland, 221556700000,4549428,36.7,32.7,2669505000,48699.9024932365,35.8003384227644,318,503820952.15,1617,1299,115.307088823245
IE,2011,74,183751668.91,301,227,Ireland, 240913700000,4570881,37,33.3,2665900000,52706.1850877325,40.2004928393454,392,687572621.06,1918,1526,155.50758166259
IE,2012,80,197084882.59,368,288,Ireland, 225806800000,4582707,36.5,34.7,2733892000,49273.6716530208,43.0062150144009,472,884657503.65,2286,1814,198.513796676991
IE,2013,97,192642296.5,399,302,Ireland, 239335900000,4591087,36.4,36.3,2813140000,52130.5520892982,41.9600622902594,569,1077299800.15,2685,2116,240.473858967251
IE,2014,66,112681891.41,206,140,Ireland, 256612500000,4605501,38.6,35.8,2921400000,55718.6937968312,24.4668042434471,635,1189981691.56,2891,2256,264.940663210698
IE,2015,112,224178274,366,254,Ireland, 283826800000,4628949,37.7,37.4,NA,61315.6031747163,48.4296271140598,747,1414159965.56,3257,2510,313.370290324758
IE,2016,111,233622875.28,383,272,Ireland, 294252500000,4724720,37.6,37.7,NA,62279.3520039283,49.4469249563995,858,1647782840.84,3640,2782,362.817215281157
IT,2003,14,23323662,147,133,Italy,1573170700000,57130506,37.2,9.1,14769000000,27536.4391136322,0.408252326699154,14,23323662,147,133,0.408252326699154
IT,2004,221,653810652.79,2058,1837,Italy,1801618400000,57495900,38.1,10,15253000000,31334.7282154032,11.3714308809846,235,677134314.79,2205,1970,11.7796832076837
IT,2005,228,576446521,1553,1325,Italy,1853367400000,57874753,38.6,10.8,15598800000,32023.7634534699,9.96024157545865,463,1253580835.79,3758,3295,21.7399247831424
IT,2006,289,738963653.7,2133,1844,Italy,1944263200000,58064214,39.1,11.4,16831300000,33484.7071209816,12.7266624792338,752,1992544489.49,5891,5139,34.4665872623761
IT,2007,121,304456256.88,714,593,Italy,2205889300000,58223744,39.3,12,18231400000,37886.4213884974,5.22907384451264,873,2297000746.37,6605,5732,39.6956611068888
IT,2008,270,864298562.03,1794,1524,Italy,2400567400000,58652875,39.5,12.7,18992800000,40928.3841584918,14.7358260277949,1143,3161299308.4,8399,7256,54.4314871346837
IT,2009,238,688554705.83,1511,1273,Italy,2193850600000,59000586,40.1,12.8,19209000000,37183.5391601026,11.67030283106,1381,3849854014.23,9910,8529,66.1017899657437
IT,2010,279,733015518.12,1846,1567,Italy,2127104900000,59190143,40.7,13,19624900000,35936.8096137223,12.3840808784665,1660,4582869532.35,11756,10096,78.4858708442102
IT,2011,317,835597604.99,1974,1657,Italy,2279348400000,59364690,41.4,13.2,19810600000,38395.6927931402,14.0756669493263,1977,5418467137.34,13730,11753,92.5615377935365
IT,2012,322,867237880.79,1958,1636,Italy,2072722800000,59394207,41.9,13.9,20502500000,34897.7266419265,14.6013883271478,2299,6285705018.13,15688,13389,107.162926120684
IT,2013,317,962328780.8,2016,1699,Italy,2131068000000,59685227,42.2,14.4,20983100000,35705.1167787299,16.1233998624149,2616,7248033798.93,17704,15088,123.286325983099
IT,2014,220,414330900.47,951,731,Italy,2154597400000,60782668,42.7,15,22291054000,35447.5621241239,6.81659614661864,2836,7662364699.4,18655,15819,130.102922129718
IT,2015,438,896382431.11,2033,1595,Italy,1825615100000,60795612,42.7,15.5,21892000000,30028.7313498876,14.7441961947846,3274,8558747130.51,20688,17414,144.847118324502
IT,2016,447,922054835.22,1977,1530,Italy,1851221900000,60665551,42.9,15.6,NA,30515.207881323,15.1989855860701,3721,9480801965.73,22665,18944,160.046103910572
LT,2004,6,2290427,98,92,Lithuania,  22685500000,3398929,56.8,21.6,136903000,6674.30828946412,0.67386726818948,6,2290427,98,92,0.67386726818948
LT,2005,3,876201,105,102,Lithuania,  26129000000,3355220,56.9,22.4,156974000,7787.56683615381,0.261145617873046,9,3166628,203,194,0.935012886062525
LT,2006,9,3525247,105,96,Lithuania,  30233800000,3289835,57.4,22,190512000,9190.06576317657,1.07155738813649,18,6691875,308,290,2.00657027419901
LT,2007,3,1699497,34,31,Lithuania,  39800200000,3249983,56.4,23.7,232594000,12246.2794420771,0.522924889145574,21,8391372,342,321,2.52949516334459
LT,2009,8,9195488.67,68,60,Lithuania,  37568700000,3183856,56.5,25.5,223471000,11799.7484810871,2.8881609815268,29,17586860.67,410,381,5.41765614487139
LT,2010,1,106639.6,55,54,Lithuania,  37156300000,3141976,56,26.9,219590000,11825.774608081,0.0339402974433923,30,17693500.27,465,435,5.45159644231478
LT,2011,3,1764727.4,58,55,Lithuania,  43535200000,3052588,56.3,27.9,282698000,14261.7346330392,0.578108608171165,33,19458227.67,523,490,6.02970505048595
LT,2012,5,6848304.79,81,76,Lithuania,  42845800000,3003641,56.4,28.6,298367000,14264.620838509,2.28000110199588,38,26306532.46,604,566,8.30970615248182
LT,2013,9,23189791.12,68,59,Lithuania,  46486200000,2971905,55.8,29.8,332426000,15641.8862648705,7.8030055200284,47,49496323.58,672,625,16.1127116725102
LT,2014,4,3591701.9,29,25,Lithuania,  48609900000,2943472,54.3,31.4,376827000,16514.4767811618,1.22022628379003,51,53088025.48,701,650,17.3329379563002
LT,2015,9,2218249.15,67,58,Lithuania,  41418200000,2921262,53,33.2,386998000,14178.1873724438,0.759346183259153,60,55306274.63,768,708,18.0922841395594
LT,2016,13,4962910.05,89,76,Lithuania,  42760700000,2888558,53.1,34,NA,14803.4763366358,1.71812719356856,73,60269184.68,857,784,19.810411333128
LU,2003,2,4820339,7,5,Luxembourg,  29623600000,448300,44,12.6,425800000,66079.8572384564,10.7524849431184,2,4820339,7,5,10.7524849431184
LU,2004,2,2350329,20,18,Luxembourg,  34749000000,454960,38.9,20.8,447700000,76378.1431334623,5.16601239669421,4,7170668,27,23,15.9184973398127
LU,2005,4,34004488,25,21,Luxembourg,  37361600000,461230,38.3,23,472000000,81004.2711879106,73.7256639854303,8,41175156,52,44,89.6441613252429
LU,2006,4,10538303.02,41,37,Luxembourg,  42449900000,469086,40.2,20.5,563500000,90494.9199080766,22.4656097602572,12,51713459.02,93,81,112.1097710855
LU,2007,2,6362775,20,18,Luxembourg,  50953600000,476187,38.6,22.7,591600000,107003.34112439,13.3619250420528,14,58076234.02,113,99,125.471696127553
LU,2008,5,13835369,36,31,Luxembourg,  56079500000,483799,39.5,23.7,618800000,115914.873738887,28.5973493124211,19,71911603.02,149,130,154.069045439974
LU,2009,3,11433879.71,22,19,Luxembourg,  51574800000,493500,41.3,30.2,620280000,104508.20668693,23.168955845998,22,83345482.73,171,149,177.238001285972
LU,2010,3,4549338.2,23,20,Luxembourg,  53263700000,502066,40.8,30.3,603700000,106089.040086363,9.06123537542873,25,87894820.93,194,169,186.299236661401
LU,2011,4,26573819,36,32,Luxembourg,  60085200000,511840,39.3,31.7,631400000,117390.590809628,51.9182146764614,29,114468639.93,230,201,238.217451337862
LU,2012,6,10232985.8,57,51,Luxembourg,  56675200000,524853,38.2,33.4,561403000,107982.997143962,19.4968606447901,35,124701625.73,287,252,257.714311982652
LU,2013,7,20635037.11,46,39,Luxembourg,  61824900000,537039,38.6,35.2,605731000,115121.806796154,38.4237217594998,42,145336662.84,333,291,296.138033742152
LU,2014,5,4031548.55,28,23,Luxembourg,  66386300000,549680,35.5,39.6,629800000,120772.631349149,7.33435553412895,47,149368211.39,361,314,303.472389276281
LU,2015,13,22783724.5,81,68,Luxembourg,  58070900000,562958,34.5,35.2,671070000,103153.165955542,40.4714463601192,60,172151935.89,442,382,343.9438356364
LU,2016,10,15913083.52,63,53,Luxembourg,  59988300000,576249,35.4,36.8,NA,104101.3520197,27.6149434012033,70,188065019.41,505,435,371.558779037603
LV,2004,7,3653419,80,73,Latvia,  14520400000,2276520,59,16.5,46707000,6378.3318398257,1.60482622599406,7,3653419,80,73,1.60482622599406
LV,2005,2,200000,63,61,Latvia,  17076800000,2249724,58.5,16.9,72693000,7590.62000494283,0.0888997939302777,9,3853419,143,134,1.69372601992434
LV,2007,2,216930,33,31,Latvia,  31081900000,2208840,57.5,18.5,125590000,14071.5941399105,0.0982099201390775,11,4070349,176,165,1.79193594006342
LV,2008,5,2559468.46,61,56,Latvia,  35821100000,2191810,56.5,20.7,141590000,16343.1593066917,1.16774193931043,16,6629817.46,237,221,2.95967787937385
LV,2009,1,81419.6,44,43,Latvia,  26151600000,2162834,57,21.4,84882000,12091.3579128125,0.0376448677984533,17,6711237.06,281,264,2.9973227471723
LV,2010,4,5922987.4,48,44,Latvia,  23582400000,2120504,57.8,22.6,108649000,11121.1296936955,2.79319793784874,21,12634224.46,329,308,5.79052068502104
LV,2011,3,298141.8,39,36,Latvia,  28121600000,2074605,56.8,23.6,140730000,13555.1586928596,0.143710152053041,24,12932366.26,368,344,5.93423083707408
LV,2012,6,8410447.2,53,47,Latvia,  28340600000,2044813,57.4,25.2,146516000,13859.7514784971,4.11306422641092,30,21342813.46,421,391,10.047295063485
LV,2013,9,13505589,60,51,Latvia,  30319000000,2023825,56.4,27,139766000,14981.0383802947,6.67329882771485,39,34848402.46,481,442,16.7205938911999
LV,2014,3,1078450,27,24,Latvia,  31394000000,2001468,57,26.9,162800000,15685.4868526502,0.538829499147626,42,35926852.46,508,466,17.2594233903475
LV,2015,9,3333549.25,70,61,Latvia,  27036600000,1986096,56.3,28.1,152300000,13612.9371389903,1.67844316186126,51,39260401.71,578,527,18.9378665522087
LV,2016,6,3209720.75,54,48,Latvia,  27696100000,1968957,56,28.9,NA,14066.3813379368,1.63016294921626,57,42470122.46,632,575,20.568029501425
MT,2004,4,1134849,41,37,Malta,   6054300000,399867,15.8,10.2,24046000,15140.7843107833,2.8380661569972,4,1134849,41,37,2.8380661569972
MT,2005,1,446400,29,28,Malta,   6397300000,402668,20.7,10.3,27213000,15887.2818301926,1.10860560064371,5,1581249,70,65,3.94667175764091
MT,2006,1,NA,45,44,Malta,   6762800000,404999,21.5,11.1,31253000,16698.3128353403,NA,6,NA,115,109,NA
MT,2007,2,493377,18,16,Malta,   7890600000,405616,21,11.7,31580000,19453.3746203306,1.21636473906355,8,NA,133,125,NA
MT,2009,2,1175300.8,26,24,Malta,   8562200000,410926,25.2,12.8,31761000,20836.3549641541,2.86012761421765,10,NA,159,149,NA
MT,2010,4,3250315.49,18,14,Malta,   8749000000,414027,25.6,14.2,40598000,21131.472102061,7.85049161045053,14,NA,177,163,NA
MT,2011,3,7437776.58,27,24,Malta,   9513300000,414989,26,15.1,46195000,22924.2220878144,17.9228282677372,17,NA,204,187,NA
MT,2012,5,2946282.29,29,24,Malta,   9198600000,417546,26.9,16.4,59738000,22030.1475765544,7.05618612081064,22,NA,233,211,NA
MT,2013,6,3476626.86,37,31,Malta,  10134700000,421364,27.9,17.2,59054000,24052.1259528579,8.25088726137022,28,NA,270,242,NA
MT,2014,4,2007142.8,17,13,Malta,  11203200000,425384,28.4,18,60539000,26336.6746281007,4.71842570477498,32,NA,287,255,NA
MT,2015,2,429907,30,28,Malta,  10291500000,429344,29.5,18.1,67603000,23970.2895580234,1.00131130282477,34,NA,317,283,NA
MT,2016,8,6058971.78,39,31,Malta,  10956100000,434403,30.2,18.6,NA,25221.0504991908,13.9478129294687,42,NA,356,314,NA
NL,2003,19,69408652,88,69,Netherlands, 573146200000,16192572,41.4,23.8,9148000000,35395.6246110871,4.2864501081113,19,69408652,88,69,4.2864501081113
NL,2004,159,660562333,1198,1039,Netherlands, 651727700000,16258032,41.1,25.7,9469000000,40086.5061650758,40.629907297513,178,729970985,1286,1108,44.9163574056243
NL,2005,159,349295433,960,801,Netherlands, 678792200000,16305526,41.2,26.2,9772000000,41629.5800577056,21.4219052485642,337,1079266418,2246,1909,66.3382626541885
NL,2006,210,564569360,1283,1073,Netherlands, 727258600000,16334210,41.5,26.2,10175000000,44523.6469960898,34.5636158712298,547,1643835778,3529,2982,100.901878525418
NL,2007,106,301976555,584,478,Netherlands, 840500200000,16357992,41.9,26.7,10342000000,51381.6243460689,18.4604904440594,653,1945812333,4113,3460,119.362368969478
NL,2008,180,508021785.7,1137,957,Netherlands, 940080900000,16405399,40.8,27.8,10502000000,57303.1414840931,30.9667436738357,833,2453834118.7,5250,4417,150.329112643313
NL,2009,165,402264994.64,943,778,Netherlands, 861344800000,16485787,40.4,28.4,10408000000,52247.7210217504,24.4007152731016,998,2856099113.34,6193,5195,174.729827916415
NL,2010,205,660197829.37,1118,913,Netherlands, 837195500000,16574989,40.4,27.7,10892000000,50509.5659490332,39.8309663656489,1203,3516296942.71,7311,6108,214.560794282064
NL,2011,245,666634340.58,1322,1077,Netherlands, 894957200000,16655799,40.4,28,12235300000,53732.4687936016,40.0241585876487,1448,4182931283.29,8633,7185,254.584952869712
NL,2012,309,818328317.09,1443,1134,Netherlands, 828906700000,16730348,40.6,28.6,12512616000,49545.096133087,48.9128090515511,1757,5001259600.38,10076,8319,303.497761921264
NL,2013,322,904978606.53,1587,1265,Netherlands, 866914600000,16779575,41.6,29.3,12746047000,51664.8723224515,53.9333449464602,2079,5906238206.91,11663,9584,357.431106867724
NL,2014,209,534503021.63,748,539,Netherlands, 880806100000,16829289,41.4,29.7,13267860000,52337.6893700025,31.7602853947068,2288,6440741228.54,12411,10123,389.191392262431
NL,2015,369,1156167110.91,1460,1091,Netherlands, 750611100000,16900726,41.1,30.5,13630000000,44412.9500709023,68.4093163163523,2657,7596908339.45,13871,11214,457.600708578783
NL,2016,320,902375156.26,1240,920,Netherlands, 771751700000,16979120,41.1,30.8,NA,45452.9857848934,53.1461675434298,2977,8499283495.71,15111,12134,510.746876122213
PL,2003,4,3073672,48,44,Poland, 217500700000,38218531,64.3,11.6,1036049000,5690.97488336221,0.0804236039318204,4,3073672,48,44,0.0804236039318204
PL,2004,57,37450715.87,581,524,Poland, 256392100000,38190608,64.2,12.8,1138840000,6713.4856821342,0.980626332788417,61,40524387.87,629,568,1.06104993672024
PL,2005,63,25494893,513,450,Poland, 306299100000,38173835,64.3,13.9,1385658000,8023.79692792197,0.667863027123159,124,66019280.87,1142,1018,1.7289129638434
PL,2006,55,38725632.8,585,530,Poland, 344790900000,38157055,64.2,14.9,1512565000,9036.09830475649,1.0149009875107,179,104744913.67,1727,1548,2.74381395135409
PL,2007,22,4319907,192,170,Poland, 430164300000,38125479,63.9,15.7,1763618000,11282.8562757205,0.113307612476161,201,109064820.67,1919,1718,2.85712156383026
PL,2008,33,43913204.81,358,325,Poland, 538581000000,38115641,63.8,16.5,2194186000,14130.183459331,1.1521045864085,234,152978025.48,2277,2043,4.00922615023876
PL,2009,37,57820875.77,319,282,Poland, 442267200000,38135876,63.2,18.1,2095827000,11597.1428058975,1.51618061087675,271,210798901.25,2596,2325,5.52540676111551
PL,2010,34,45518451.92,342,308,Poland, 479643100000,38022869,62.6,19.4,2607505000,12614.5951795484,1.19713354402583,305,256317353.17,2938,2633,6.72254030514134
PL,2011,42,39301163.76,365,323,Poland, 529292700000,38062718,62.2,20.3,2836165000,13905.804099434,1.03253697647131,347,295618516.93,3303,2956,7.75507728161265
PL,2012,38,57238256.45,329,291,Poland, 500261200000,38063792,61.8,21.5,3429852000,13142.7052774984,1.50374551358414,385,352856773.38,3632,3247,9.25882279519679
PL,2013,32,59378749.36,351,319,Poland, 524229200000,38062535,61.3,22.6,3436284000,13772.8398804756,1.56003138939642,417,412235522.74,3983,3566,10.8188541845932
PL,2014,25,14069564.54,168,143,Poland, 545999800000,38017856,60.7,23.8,3864016000,14361.6673175889,0.37007780081023,442,426305087.28,4151,3709,11.1889319854034
PL,2015,45,58696122.91,339,294,Poland, 476856700000,38005614,60.3,24.4,4316508000,12547.0068711428,1.54440664766,487,485001210.19,4490,4003,12.7333386330634
PL,2016,52,95928224.51,320,268,Poland, 469969000000,37967209,60.3,25,NA,12378.2867473877,2.52660722335424,539,580929434.7,4810,4271,15.2599458564177
PT,2003,1,899932,23,22,Portugal, 165334200000,10444592,14.9,9.4,1019581000,15829.6465769079,0.0861624848534055,1,899932,23,22,0.0861624848534055
PT,2004,36,65777656,423,387,Portugal, 189535000000,10473050,15.5,10.8,1110346000,18097.4023803954,6.2806590248304,37,66677588,446,409,6.3668215096838
PT,2005,22,15463330,226,204,Portugal, 197379600000,10494672,16.3,11.1,1201112000,18807.6006567904,1.47344576371706,59,82140918,672,613,7.84026727340086
PT,2006,38,58614210,376,338,Portugal, 208741900000,10511988,16.7,11.7,1586922000,19857.509350277,5.57593958440592,97,140755128,1048,951,13.4162068578068
PT,2007,12,12439009,123,111,Portugal, 240478500000,10532588,16.6,12,1972733000,22831.8529121238,1.18100214306303,109,153194137,1171,1062,14.5972090008698
PT,2008,30,50232649.36,305,275,Portugal, 263085800000,10553339,16.6,12.6,2585075000,24929.1527544031,4.75988209608352,139,203426786.36,1476,1337,19.3570910969533
PT,2009,47,39120690.13,294,247,Portugal, 244715100000,10563014,17.7,13.1,2771600000,23167.1661137626,3.70355375179849,186,242547476.49,1770,1584,23.0606448487518
PT,2010,53,62997408.57,344,291,Portugal, 238533000000,10573479,18.8,13.9,2757555000,22559.5567929912,5.95805870234385,239,305544885.06,2114,1875,29.0187035510957
PT,2011,38,59795366.62,350,312,Portugal, 245223900000,10572721,20.3,15.5,2566450000,23194.019779771,5.6556270254365,277,365340251.68,2464,2187,34.6743305765322
PT,2012,59,64961968.82,407,348,Portugal, 216357700000,10542398,21.7,16.7,2320133000,20522.6268255097,6.16197271436726,336,430302220.5,2871,2535,40.8363032908994
PT,2013,66,119377527.9,455,389,Portugal, 226134700000,10487289,23,17.6,2258471000,21562.7413338185,11.3830683887895,402,549679748.4,3326,2924,52.219371679689
PT,2014,44,50610428.51,237,193,Portugal, 229935500000,10427301,24,19.7,2232249000,22051.2959202003,4.85364606910264,446,600290176.91,3563,3117,57.0730177487916
PT,2015,88,153861371.05,502,414,Portugal, 199160100000,10374822,24.9,20.7,2289143000,19196.4835637662,14.8302661048064,534,754151547.96,4065,3531,71.903283853598
PT,2016,94,130566563.91,425,331,Portugal, 204700300000,10341330,25.6,21.2,NA,19794.3881492999,12.6257032615727,628,884718111.87,4490,3862,84.5289871151708
RO,2004,11,4057940,170,159,Romania,  76380400000,21521142,56.8,8.7,235219000,3549.08675385349,0.188555979046093,11,4057940,170,159,0.188555979046093
RO,2005,26,12872296,171,145,Romania,  99808600000,21382354,57.6,9.1,326897000,4667.80224478558,0.602005560285832,37,16930236,341,304,0.790561539331925
RO,2006,4,115952,190,186,Romania, 123574400000,21257016,58.4,9.6,444098000,5813.34652050881,0.00545476373541799,41,17046188,531,490,0.796016303067343
RO,2007,6,836782,87,81,Romania, 171865300000,21130503,59.1,9.9,652815000,8133.51674590993,0.0396006663920873,47,17882970,618,571,0.835616969459431
RO,2008,12,19598645.19,215,203,Romania, 209436500000,20635460,59.2,10.7,809401000,10149.3497116129,0.949755672517114,59,37481615.19,833,774,1.78537264197654
RO,2009,9,10479274.66,164,155,Romania, 167946700000,20440290,58.6,11.2,555887000,8216.45387614364,0.512677396455725,68,47960889.85,997,929,2.29805003843227
RO,2010,6,3803488.4,139,133,Romania, 168027700000,20294683,57.5,11.9,572971000,8279.39514995134,0.187413048038247,74,51764378.25,1136,1062,2.48546308647052
RO,2011,11,10653476.51,151,140,Romania, 185561900000,20199059,57.2,12.9,657411000,9186.66062612125,0.527424396849378,85,62417854.76,1287,1202,3.01288748331989
RO,2012,7,3872858.9,144,137,Romania, 171535400000,20095996,57.3,13.5,644211000,8535.79986779456,0.192717937443857,92,66290713.66,1431,1339,3.20560542076375
RO,2013,10,9043832.48,193,183,Romania, 191583000000,20020074,57.3,13.8,557769000,9569.54504763569,0.451738214354253,102,75334546.14,1624,1522,3.657343635118
RO,2014,7,14690577.45,81,74,Romania, 199749900000,19947311,54.6,14.2,575120000,10013.8760557751,0.736469063424138,109,90025123.59,1705,1596,4.39381269854214
RO,2015,12,9489858.65,187,175,Romania, 177479700000,19870647,55.6,15,782142000,8931.752448725,0.47758176419721,121,99514982.24,1892,1771,4.87139446273935
RO,2016,14,12421849.6,183,169,Romania, 187706000000,19760314,56.6,15.1,NA,9499.1405500945,0.628626124058555,135,111936831.84,2075,1940,5.50002058679791
SE,2003,7,21593520,58,51,Sweden, 331944400000,8940788,54,23.9,10606190000,37126.973595616,2.41516966960854,7,21593520,58,51,2.41516966960854
SE,2004,81,366512972,882,801,Sweden, 382416500000,8975670,53.8,24.7,10426115000,42605.9001723548,40.8340516084036,88,388106492,940,852,43.2492212780121
SE,2005,91,230842052,676,585,Sweden, 389674500000,9011392,52.8,25.9,10608692000,43242.4313579966,25.6166918496055,179,618948544,1616,1437,68.8659131276176
SE,2006,105,260107655.15,804,699,Sweden, 420470900000,9047752,47.2,25.9,11721757000,46472.4165737522,28.7483183833951,284,879056199.15,2420,2136,97.6142315110127
SE,2007,44,56262011,265,221,Sweden, 488493200000,9113257,47.1,26.4,11607658000,53602.4826250374,6.17364472438339,328,935318210.15,2685,2357,103.787876235396
SE,2008,98,321755651.03,718,620,Sweden, 518187900000,9182927,47,26.9,12314356000,56429.491381125,35.0384633385412,426,1257073861.18,3403,2977,138.826339573937
SE,2009,91,263025894.6,602,511,Sweden, 431939800000,9256347,47,27.6,10682826000,46664.1754031045,28.4157340471354,517,1520099755.78,4005,3488,167.242073621073
SE,2010,105,257079544.78,638,533,Sweden, 489284800000,9340682,46.7,28.2,11869921000,52382.1279859436,27.5225668511143,622,1777179300.56,4643,4021,194.764640472187
SE,2011,116,401610654.6,726,610,Sweden, 563684200000,9415570,46.5,29.1,13157434000,59867.241176052,42.6538865517436,738,2178789955.16,5369,4631,237.418527023931
SE,2012,125,364257515.49,758,633,Sweden, 543908200000,9482855,46.1,30.1,13891270000,57357.0090442172,38.4122203165608,863,2543047470.65,6127,5264,275.830747340491
SE,2013,116,478654604.85,848,732,Sweden, 578722300000,9555893,45.7,31.4,14406172000,60561.8229505081,50.0899920970233,979,3021702075.5,6975,5996,325.920739437515
SE,2014,84,189954637.63,325,241,Sweden, 574830100000,9644864,45,32.8,13611914000,59599.6065885429,19.6949005843939,1063,3211656713.13,7300,6237,345.615640021909
SE,2015,137,368635768.19,676,539,Sweden, 495957000000,9747355,44.4,34,14581387000,50881.1877683741,37.8190563686251,1200,3580292481.32,7976,6776,383.434696390534
SE,2016,118,306395873.53,630,512,Sweden, 511849100000,9851017,43.8,35,NA,51959.0109325768,31.1029687117584,1318,3886688354.85,8606,7288,414.537665102292
SI,2004,5,6665218,144,139,Slovenia,  34501600000,1996433,59.9,15.7,379452000,17281.6217724311,3.33856332769494,5,6665218,144,139,3.33856332769494
