"TIME","GEO","SECTPERF","UNIT","Value"
"2006","Portugal","Private non-profit sector","Million euro","164.43"
"2006","Romania","All sectors","Million euro","444.098"
"2006","Romania","Business enterprise sector","Million euro","215.334"
"2006","Romania","Government sector","Million euro","143.649"
"2006","Romania","Higher education sector","Million euro","78.672"
"2006","Romania","Private non-profit sector","Million euro","6.443"
"2006","Slovenia","All sectors","Million euro","483.812"
"2006","Slovenia","Business enterprise sector","Million euro","291.4"
"2006","Slovenia","Government sector","Million euro","118.561"
"2006","Slovenia","Higher education sector","Million euro","73.012"
"2006","Slovenia","Private non-profit sector","Million euro","0.839"
"2006","Slovakia","All sectors","Million euro","216.562"
"2006","Slovakia","Business enterprise sector","Million euro","93.251"
"2006","Slovakia","Government sector","Million euro","70.954"
"2006","Slovakia","Higher education sector","Million euro","52.201"
"2006","Slovakia","Private non-profit sector","Million euro","0.156"
"2006","Finland","All sectors","Million euro","5 761.196"
"2006","Finland","Business enterprise sector","Million euro","4 107.787"
"2006","Finland","Government sector","Million euro","538.504"
"2006","Finland","Higher education sector","Million euro","1 079.239"
"2006","Finland","Private non-profit sector","Million euro","35.666"
"2006","Sweden","All sectors","Million euro","11 721.757"
"2006","Sweden","Business enterprise sector","Million euro","8 753.782"
"2006","Sweden","Government sector","Million euro","525.156"
"2006","Sweden","Higher education sector","Million euro","2 417.859"
"2006","Sweden","Private non-profit sector","Million euro","24.961"
"2006","United Kingdom","All sectors","Million euro","34 037.113"
"2006","United Kingdom","Business enterprise sector","Million euro","20 985.184"
"2006","United Kingdom","Government sector","Million euro","3 401.056"
"2006","United Kingdom","Higher education sector","Million euro","8 891.595"
"2006","United Kingdom","Private non-profit sector","Million euro","759.278"
"2007","Belgium","All sectors","Million euro","6 356.931"
"2007","Belgium","Business enterprise sector","Million euro","4 420.386"
"2007","Belgium","Government sector","Million euro","513.282"
"2007","Belgium","Higher education sector","Million euro","1 343.477"
"2007","Belgium","Private non-profit sector","Million euro","79.786"
"2007","Bulgaria","All sectors","Million euro","139.609"
"2007","Bulgaria","Business enterprise sector","Million euro","43.494"
"2007","Bulgaria","Government sector","Million euro","81.615"
"2007","Bulgaria","Higher education sector","Million euro","13.492"
"2007","Bulgaria","Private non-profit sector","Million euro","1.008"
"2007","Czech Republic","All sectors","Million euro","1 801.084"
"2007","Czech Republic","Business enterprise sector","Million euro","1 056.87"
"2007","Czech Republic","Government sector","Million euro","407.206"
"2007","Czech Republic","Higher education sector","Million euro","329.842"
"2007","Czech Republic","Private non-profit sector","Million euro","7.165"
"2007","Denmark","All sectors","Million euro","5 870.551"
"2007","Denmark","Business enterprise sector","Million euro","4 101.884"
"2007","Denmark","Government sector","Million euro","190.057"
"2007","Denmark","Higher education sector","Million euro","1 550.557"
"2007","Denmark","Private non-profit sector","Million euro","28.053"
"2007","Germany","All sectors","Million euro","61 481.981"
"2007","Germany","Business enterprise sector","Million euro","43 034"
"2007","Germany","Government sector","Million euro","8 540.2"
"2007","Germany","Higher education sector","Million euro","9 907.781"
"2007","Germany","Private non-profit sector","Million euro",":"
"2007","Estonia","All sectors","Million euro","173.648"
"2007","Estonia","Business enterprise sector","Million euro","81.877"
"2007","Estonia","Government sector","Million euro","15.038"
"2007","Estonia","Higher education sector","Million euro","72.585"
"2007","Estonia","Private non-profit sector","Million euro","4.148"
"2007","Ireland","All sectors","Million euro","2 432"
"2007","Ireland","Business enterprise sector","Million euro","1 603.2"
"2007","Ireland","Government sector","Million euro","168.8"
"2007","Ireland","Higher education sector","Million euro","660"
"2007","Ireland","Private non-profit sector","Million euro",":"
"2007","Greece","All sectors","Million euro","1 341.6"
"2007","Greece","Business enterprise sector","Million euro","383.53"
"2007","Greece","Government sector","Million euro","280.68"
"2007","Greece","Higher education sector","Million euro","660.5"
"2007","Greece","Private non-profit sector","Million euro","16.9"
"2007","Spain","All sectors","Million euro","13 342.371"
"2007","Spain","Business enterprise sector","Million euro","7 453.902"
"2007","Spain","Government sector","Million euro","2 348.843"
"2007","Spain","Higher education sector","Million euro","3 518.595"
"2007","Spain","Private non-profit sector","Million euro","21.031"
"2007","France","All sectors","Million euro","39 303.086"
"2007","France","Business enterprise sector","Million euro","24 752.716"
"2007","France","Government sector","Million euro","6 426.929"
"2007","France","Higher education sector","Million euro","7 662.593"
"2007","France","Private non-profit sector","Million euro","460.848"
"2007","Croatia","All sectors","Million euro","348.002"
"2007","Croatia","Business enterprise sector","Million euro","141.436"
"2007","Croatia","Government sector","Million euro","88.721"
"2007","Croatia","Higher education sector","Million euro","117.409"
"2007","Croatia","Private non-profit sector","Million euro","0.436"
"2007","Italy","All sectors","Million euro","18 231.4"
"2007","Italy","Business enterprise sector","Million euro","9 454.7"
"2007","Italy","Government sector","Million euro","2 644.3"
"2007","Italy","Higher education sector","Million euro","5 495.2"
"2007","Italy","Private non-profit sector","Million euro","637.2"
"2007","Cyprus","All sectors","Million euro","70.375"
"2007","Cyprus","Business enterprise sector","Million euro","16.108"
"2007","Cyprus","Government sector","Million euro","16.993"
"2007","Cyprus","Higher education sector","Million euro","31.864"
"2007","Cyprus","Private non-profit sector","Million euro","5.41"
"2007","Latvia","All sectors","Million euro","125.59"
"2007","Latvia","Business enterprise sector","Million euro","40.884"
"2007","Latvia","Government sector","Million euro","30.463"
"2007","Latvia","Higher education sector","Million euro","54.244"
"2007","Latvia","Private non-profit sector","Million euro",":"
"2007","Lithuania","All sectors","Million euro","232.594"
"2007","Lithuania","Business enterprise sector","Million euro","66.352"
"2007","Lithuania","Government sector","Million euro","48.482"
"2007","Lithuania","Higher education sector","Million euro","117.76"
"2007","Lithuania","Private non-profit sector","Million euro",":"
"2007","Luxembourg","All sectors","Million euro","591.6"
"2007","Luxembourg","Business enterprise sector","Million euro","495"
"2007","Luxembourg","Government sector","Million euro","79"
"2007","Luxembourg","Higher education sector","Million euro","17.6"
"2007","Luxembourg","Private non-profit sector","Million euro",":"
"2007","Hungary","All sectors","Million euro","977.493"
"2007","Hungary","Business enterprise sector","Million euro","492.021"
"2007","Hungary","Government sector","Million euro","236.072"
"2007","Hungary","Higher education sector","Million euro","228.227"
"2007","Hungary","Private non-profit sector","Million euro",":"
"2007","Malta","All sectors","Million euro","31.58"
"2007","Malta","Business enterprise sector","Million euro","20.902"
"2007","Malta","Government sector","Million euro","0.581"
"2007","Malta","Higher education sector","Million euro","10.097"
"2007","Malta","Private non-profit sector","Million euro","0"
"2007","Netherlands","All sectors","Million euro","10 342"
"2007","Netherlands","Business enterprise sector","Million euro","5 495"
"2007","Netherlands","Government sector","Million euro","1 259"
"2007","Netherlands","Higher education sector","Million euro","3 588"
"2007","Netherlands","Private non-profit sector","Million euro",":"
"2007","Austria","All sectors","Million euro","6 867.815"
"2007","Austria","Business enterprise sector","Million euro","4 845.861"
"2007","Austria","Government sector","Million euro","367.3"
"2007","Austria","Higher education sector","Million euro","1 637.277"
"2007","Austria","Private non-profit sector","Million euro","17.377"
"2007","Poland","All sectors","Million euro","1 763.618"
"2007","Poland","Business enterprise sector","Million euro","535.375"
"2007","Poland","Government sector","Million euro","624.917"
"2007","Poland","Higher education sector","Million euro","597.986"
"2007","Poland","Private non-profit sector","Million euro","5.339"
"2007","Portugal","All sectors","Million euro","1 972.733"
"2007","Portugal","Business enterprise sector","Million euro","1 010.79"
"2007","Portugal","Government sector","Million euro","184.475"
"2007","Portugal","Higher education sector","Million euro","586.965"
"2007","Portugal","Private non-profit sector","Million euro","190.503"
"2007","Romania","All sectors","Million euro","652.815"
"2007","Romania","Business enterprise sector","Million euro","271.791"
"2007","Romania","Government sector","Million euro","221.619"
"2007","Romania","Higher education sector","Million euro","157.33"
"2007","Romania","Private non-profit sector","Million euro","2.075"
"2007","Slovenia","All sectors","Million euro","500.51"
"2007","Slovenia","Business enterprise sector","Million euro","299.45"
"2007","Slovenia","Government sector","Million euro","122.49"
"2007","Slovenia","Higher education sector","Million euro","77.87"
"2007","Slovenia","Private non-profit sector","Million euro","0.7"
"2007","Slovakia","All sectors","Million euro","252.1"
"2007","Slovakia","Business enterprise sector","Million euro","99.712"
"2007","Slovakia","Government sector","Million euro","89.133"
"2007","Slovakia","Higher education sector","Million euro","63.01"
"2007","Slovakia","Private non-profit sector","Million euro","0.245"
"2007","Finland","All sectors","Million euro","6 242.67"
"2007","Finland","Business enterprise sector","Million euro","4 513.355"
"2007","Finland","Government sector","Million euro","528.284"
"2007","Finland","Higher education sector","Million euro","1 164.648"
"2007","Finland","Private non-profit sector","Million euro","36.386"
"2007","Sweden","All sectors","Million euro","11 607.658"
"2007","Sweden","Business enterprise sector","Million euro","8 470.395"
"2007","Sweden","Government sector","Million euro","573.615"
"2007","Sweden","Higher education sector","Million euro","2 544.297"
"2007","Sweden","Private non-profit sector","Million euro","19.351"
"2007","United Kingdom","All sectors","Million euro","36 529.062"
"2007","United Kingdom","Business enterprise sector","Million euro","22 841.873"
"2007","United Kingdom","Government sector","Million euro","3 346.265"
"2007","United Kingdom","Higher education sector","Million euro","9 527.098"
"2007","United Kingdom","Private non-profit sector","Million euro","813.826"
"2008","Belgium","All sectors","Million euro","6 812.699"
"2008","Belgium","Business enterprise sector","Million euro","4 650.011"
"2008","Belgium","Government sector","Million euro","608.585"
"2008","Belgium","Higher education sector","Million euro","1 487.24"
"2008","Belgium","Private non-profit sector","Million euro","66.864"
"2008","Bulgaria","All sectors","Million euro","166.61"
"2008","Bulgaria","Business enterprise sector","Million euro","51.699"
"2008","Bulgaria","Government sector","Million euro","97.162"
"2008","Bulgaria","Higher education sector","Million euro","16.001"
"2008","Bulgaria","Private non-profit sector","Million euro","1.749"
"2008","Czech Republic","All sectors","Million euro","1 999.197"
"2008","Czech Republic","Business enterprise sector","Million euro","1 172.501"
"2008","Czech Republic","Government sector","Million euro","453.973"
"2008","Czech Republic","Higher education sector","Million euro","364.381"
"2008","Czech Republic","Private non-profit sector","Million euro","8.342"
"2008","Denmark","All sectors","Million euro","6 701.046"
"2008","Denmark","Business enterprise sector","Million euro","4 683.745"
"2008","Denmark","Government sector","Million euro","174.56"
"2008","Denmark","Higher education sector","Million euro","1 821.602"
"2008","Denmark","Private non-profit sector","Million euro","21.162"
"2008","Germany","All sectors","Million euro","66 531.54"
"2008","Germany","Business enterprise sector","Million euro","46 073"
"2008","Germany","Government sector","Million euro","9 346.38"
"2008","Germany","Higher education sector","Million euro","11 112.16"
"2008","Germany","Private non-profit sector","Million euro",":"
"2008","Estonia","All sectors","Million euro","208.039"
"2008","Estonia","Business enterprise sector","Million euro","89.879"
"2008","Estonia","Government sector","Million euro","24.491"
"2008","Estonia","Higher education sector","Million euro","89.336"
"2008","Estonia","Private non-profit sector","Million euro","4.333"
"2008","Ireland","All sectors","Million euro","2 605.6"
"2008","Ireland","Business enterprise sector","Million euro","1 686.7"
"2008","Ireland","Government sector","Million euro","169.1"
"2008","Ireland","Higher education sector","Million euro","749.8"
"2008","Ireland","Private non-profit sector","Million euro",":"
"2008","Greece","All sectors","Million euro","1 601.57"
"2008","Greece","Business enterprise sector","Million euro","500.8"
"2008","Greece","Government sector","Million euro","545.93"
"2008","Greece","Higher education sector","Million euro","540.57"
"2008","Greece","Private non-profit sector","Million euro","14.27"
"2008","Spain","All sectors","Million euro","14 701.393"
"2008","Spain","Business enterprise sector","Million euro","8 073.521"
"2008","Spain","Government sector","Million euro","2 672.288"
"2008","Spain","Higher education sector","Million euro","3 932.413"
"2008","Spain","Private non-profit sector","Million euro","23.17"
"2008","France","All sectors","Million euro","41 066.323"
"2008","France","Business enterprise sector","Million euro","25 761.21"
"2008","France","Government sector","Million euro","6 564.33"
"2008","France","Higher education sector","Million euro","8 228.048"
"2008","France","Private non-profit sector","Million euro","512.735"
"2008","Croatia","All sectors","Million euro","425.532"
"2008","Croatia","Business enterprise sector","Million euro","188.472"
"2008","Croatia","Government sector","Million euro","107.435"
"2008","Croatia","Higher education sector","Million euro","129.113"
"2008","Croatia","Private non-profit sector","Million euro","0.512"
"2008","Italy","All sectors","Million euro","18 992.8"
"2008","Italy","Business enterprise sector","Million euro","10 173.3"
"2008","Italy","Government sector","Million euro","2 417.1"
"2008","Italy","Higher education sector","Million euro","5 786.3"
"2008","Italy","Private non-profit sector","Million euro","616.1"
"2008","Cyprus","All sectors","Million euro","73.365"
"2008","Cyprus","Business enterprise sector","Million euro","16.732"
"2008","Cyprus","Government sector","Million euro","16.809"
"2008","Cyprus","Higher education sector","Million euro","32.068"
"2008","Cyprus","Private non-profit sector","Million euro","7.756"
"2008","Latvia","All sectors","Million euro","141.59"
"2008","Latvia","Business enterprise sector","Million euro","35.433"
"2008","Latvia","Government sector","Million euro","38.991"
"2008","Latvia","Higher education sector","Million euro","67.166"
"2008","Latvia","Private non-profit sector","Million euro",":"
"2008","Lithuania","All sectors","Million euro","257.791"
"2008","Lithuania","Business enterprise sector","Million euro","61.226"
"2008","Lithuania","Government sector","Million euro","59.604"
"2008","Lithuania","Higher education sector","Million euro","136.961"
"2008","Lithuania","Private non-profit sector","Million euro",":"
"2008","Luxembourg","All sectors","Million euro","618.8"
"2008","Luxembourg","Business enterprise sector","Million euro","482"
"2008","Luxembourg","Government sector","Million euro","99"
"2008","Luxembourg","Higher education sector","Million euro","37.8"
"2008","Luxembourg","Private non-profit sector","Million euro",":"
"2008","Hungary","All sectors","Million euro","1 059.155"
"2008","Hungary","Business enterprise sector","Million euro","556.805"
"2008","Hungary","Government sector","Million euro","247.759"
"2008","Hungary","Higher education sector","Million euro","233.407"
"2008","Hungary","Private non-profit sector","Million euro",":"
"2008","Malta","All sectors","Million euro","32.685"
"2008","Malta","Business enterprise sector","Million euro","21.438"
"2008","Malta","Government sector","Million euro","1.32"
"2008","Malta","Higher education sector","Million euro","9.926"
"2008","Malta","Private non-profit sector","Million euro","0"
"2008","Netherlands","All sectors","Million euro","10 502"
"2008","Netherlands","Business enterprise sector","Million euro","5 263"
"2008","Netherlands","Government sector","Million euro","1 259"
"2008","Netherlands","Higher education sector","Million euro","3 980"
"2008","Netherlands","Private non-profit sector","Million euro",":"
"2008","Austria","All sectors","Million euro","7 548.06"
"2008","Austria","Business enterprise sector","Million euro","5 232.63"
"2008","Austria","Government sector","Million euro","403.21"
"2008","Austria","Higher education sector","Million euro","1 884.56"
"2008","Austria","Private non-profit sector","Million euro","27.67"
"2008","Poland","All sectors","Million euro","2 194.186"
"2008","Poland","Business enterprise sector","Million euro","678.711"
"2008","Poland","Government sector","Million euro","775.348"
"2008","Poland","Higher education sector","Million euro","738.191"
"2008","Poland","Private non-profit sector","Million euro","1.936"
"2008","Portugal","All sectors","Million euro","2 585.075"
"2008","Portugal","Business enterprise sector","Million euro","1 295.099"
"2008","Portugal","Government sector","Million euro","188.316"
"2008","Portugal","Higher education sector","Million euro","891.266"
"2008","Portugal","Private non-profit sector","Million euro","210.394"
"2008","Romania","All sectors","Million euro","809.401"
"2008","Romania","Business enterprise sector","Million euro","242.492"
"2008","Romania","Government sector","Million euro","331.505"
"2008","Romania","Higher education sector","Million euro","233.531"
"2008","Romania","Private non-profit sector","Million euro","1.867"
"2008","Slovenia","All sectors","Million euro","616.949"
"2008","Slovenia","Business enterprise sector","Million euro","398.274"
"2008","Slovenia","Government sector","Million euro","135.225"
"2008","Slovenia","Higher education sector","Million euro","82.834"
"2008","Slovenia","Private non-profit sector","Million euro","0.618"
"2008","Slovakia","All sectors","Million euro","304.962"
"2008","Slovakia","Business enterprise sector","Million euro","130.779"
"2008","Slovakia","Government sector","Million euro","100.032"
"2008","Slovakia","Higher education sector","Million euro","73.973"
"2008","Slovakia","Private non-profit sector","Million euro","0.179"
"2008","Finland","All sectors","Million euro","6 871.092"
"2008","Finland","Business enterprise sector","Million euro","5 101.986"
"2008","Finland","Government sector","Million euro","552.041"
"2008","Finland","Higher education sector","Million euro","1 180.645"
"2008","Finland","Private non-profit sector","Million euro","36.42"
"2008","Sweden","All sectors","Million euro","12 314.356"
"2008","Sweden","Business enterprise sector","Million euro","9 118.999"
"2008","Sweden","Government sector","Million euro","546.843"
"2008","Sweden","Higher education sector","Million euro","2 624.386"
"2008","Sweden","Private non-profit sector","Million euro","24.129"
"2008","United Kingdom","All sectors","Million euro","32 200.441"
"2008","United Kingdom","Business enterprise sector","Million euro","19 962.391"
"2008","United Kingdom","Government sector","Million euro","2 947.305"
"2008","United Kingdom","Higher education sector","Million euro","8 532.269"
"2008","United Kingdom","Private non-profit sector","Million euro","758.476"
"2009","Belgium","All sectors","Million euro","6 924.591"
"2009","Belgium","Business enterprise sector","Million euro","4 574.767"
"2009","Belgium","Government sector","Million euro","637.873"
"2009","Belgium","Higher education sector","Million euro","1 642.796"
"2009","Belgium","Private non-profit sector","Million euro","69.154"
"2009","Bulgaria","All sectors","Million euro","184.61"
"2009","Bulgaria","Business enterprise sector","Million euro","55.309"
"2009","Bulgaria","Government sector","Million euro","101.986"
"2009","Bulgaria","Higher education sector","Million euro","25.911"
"2009","Bulgaria","Private non-profit sector","Million euro","1.404"
"2009","Czech Republic","All sectors","Million euro","1 924.518"
"2009","Czech Republic","Business enterprise sector","Million euro","1 087.299"
"2009","Czech Republic","Government sector","Million euro","447.737"
"2009","Czech Republic","Higher education sector","Million euro","379.122"
"2009","Czech Republic","Private non-profit sector","Million euro","10.359"
"2009","Denmark","All sectors","Million euro","7 065.873"
"2009","Denmark","Business enterprise sector","Million euro","4 930.609"
"2009","Denmark","Government sector","Million euro","146.269"
"2009","Denmark","Higher education sector","Million euro","1 958.972"
"2009","Denmark","Private non-profit sector","Million euro","29.627"
"2009","Germany","All sectors","Million euro","67 014.884"
"2009","Germany","Business enterprise sector","Million euro","45 275"
"2009","Germany","Government sector","Million euro","9 931.73"
"2009","Germany","Higher education sector","Million euro","11 871.391"
"2009","Germany","Private non-profit sector","Million euro",":"
"2009","Estonia","All sectors","Million euro","197.393"
"2009","Estonia","Business enterprise sector","Million euro","88.207"
"2009","Estonia","Government sector","Million euro","21.685"
"2009","Estonia","Higher education sector","Million euro","83.219"
"2009","Estonia","Private non-profit sector","Million euro","4.282"
"2009","Ireland","All sectors","Million euro","2 735.556"
"2009","Ireland","Business enterprise sector","Million euro","1 868.456"
"2009","Ireland","Government sector","Million euro","138.1"
"2009","Ireland","Higher education sector","Million euro","729"
"2009","Ireland","Private non-profit sector","Million euro",":"
"2009","Greece","All sectors","Million euro","1 485.94"
"2009","Greece","Business enterprise sector","Million euro","537.83"
"2009","Greece","Government sector","Million euro","388.37"
"2009","Greece","Higher education sector","Million euro","544.93"
"2009","Greece","Private non-profit sector","Million euro","14.81"
"2009","Spain","All sectors","Million euro","14 581.676"
"2009","Spain","Business enterprise sector","Million euro","7 567.596"
"2009","Spain","Government sector","Million euro","2 926.733"
"2009","Spain","Higher education sector","Million euro","4 058.359"
"2009","Spain","Private non-profit sector","Million euro","28.988"
"2009","France","All sectors","Million euro","42 834.917"
"2009","France","Business enterprise sector","Million euro","26 425.933"
"2009","France","Government sector","Million euro","6 985.851"
"2009","France","Higher education sector","Million euro","8 910.844"
"2009","France","Private non-profit sector","Million euro","512.289"
"2009","Croatia","All sectors","Million euro","380.677"
"2009","Croatia","Business enterprise sector","Million euro","153.861"
"2009","Croatia","Government sector","Million euro","103.38"
"2009","Croatia","Higher education sector","Million euro","122.985"
"2009","Croatia","Private non-profit sector","Million euro","0.451"
"2009","Italy","All sectors","Million euro","19 209"
"2009","Italy","Business enterprise sector","Million euro","10 238.1"
"2009","Italy","Government sector","Million euro","2 524.6"
"2009","Italy","Higher education sector","Million euro","5 812"
"2009","Italy","Private non-profit sector","Million euro","634.3"
"2009","Cyprus","All sectors","Million euro","82.988"
"2009","Cyprus","Business enterprise sector","Million euro","16.434"
"2009","Cyprus","Government sector","Million euro","16.942"
"2009","Cyprus","Higher education sector","Million euro","38.278"
"2009","Cyprus","Private non-profit sector","Million euro","11.334"
"2009","Latvia","All sectors","Million euro","84.882"
"2009","Latvia","Business enterprise sector","Million euro","30.892"
"2009","Latvia","Government sector","Million euro","20.973"
"2009","Latvia","Higher education sector","Million euro","33.018"
"2009","Latvia","Private non-profit sector","Million euro",":"
"2009","Lithuania","All sectors","Million euro","223.471"
"2009","Lithuania","Business enterprise sector","Million euro","54.507"
"2009","Lithuania","Government sector","Million euro","52.305"
"2009","Lithuania","Higher education sector","Million euro","116.659"
"2009","Lithuania","Private non-profit sector","Million euro",":"
"2009","Luxembourg","All sectors","Million euro","620.28"
"2009","Luxembourg","Business enterprise sector","Million euro","470.7"
"2009","Luxembourg","Government sector","Million euro","99.88"
"2009","Luxembourg","Higher education sector","Million euro","49.7"
"2009","Luxembourg","Private non-profit sector","Million euro","0"
"2009","Hungary","All sectors","Million euro","1 067.166"
"2009","Hungary","Business enterprise sector","Million euro","610.8"
"2009","Hungary","Government sector","Million euro","214.044"
"2009","Hungary","Higher education sector","Million euro","223.427"
"2009","Hungary","Private non-profit sector","Million euro",":"
"2009","Malta","All sectors","Million euro","31.761"
"2009","Malta","Business enterprise sector","Million euro","20.124"
"2009","Malta","Government sector","Million euro","1.503"
"2009","Malta","Higher education sector","Million euro","10.134"
"2009","Malta","Private non-profit sector","Million euro","0"
"2009","Netherlands","All sectors","Million euro","10 408"
"2009","Netherlands","Business enterprise sector","Million euro","4 900"
"2009","Netherlands","Government sector","Million euro","1 327"
"2009","Netherlands","Higher education sector","Million euro","4 181"
"2009","Netherlands","Private non-profit sector","Million euro",":"
"2009","Austria","All sectors","Million euro","7 479.745"
"2009","Austria","Business enterprise sector","Million euro","5 092.902"
"2009","Austria","Government sector","Million euro","399.093"
"2009","Austria","Higher education sector","Million euro","1 951.845"
"2009","Austria","Private non-profit sector","Million euro","35.905"
"2009","Poland","All sectors","Million euro","2 095.827"
"2009","Poland","Business enterprise sector","Million euro","597.26"
"2009","Poland","Government sector","Million euro","719.105"
"2009","Poland","Higher education sector","Million euro","776.828"
"2009","Poland","Private non-profit sector","Million euro","2.657"
"2009","Portugal","All sectors","Million euro","2 771.6"
"2009","Portugal","Business enterprise sector","Million euro","1 311.07"
"2009","Portugal","Government sector","Million euro","202.537"
"2009","Portugal","Higher education sector","Million euro","1 013.728"
"2009","Portugal","Private non-profit sector","Million euro","244.265"
"2009","Romania","All sectors","Million euro","555.887"
"2009","Romania","Business enterprise sector","Million euro","223.365"
"2009","Romania","Government sector","Million euro","194.044"
"2009","Romania","Higher education sector","Million euro","137.516"
"2009","Romania","Private non-profit sector","Million euro","0.962"
"2009","Slovenia","All sectors","Million euro","656.882"
"2009","Slovenia","Business enterprise sector","Million euro","424.399"
"2009","Slovenia","Government sector","Million euro","136.351"
"2009","Slovenia","Higher education sector","Million euro","95.669"
"2009","Slovenia","Private non-profit sector","Million euro","0.463"
"2009","Slovakia","All sectors","Million euro","302.994"
"2009","Slovakia","Business enterprise sector","Million euro","124.376"
"2009","Slovakia","Government sector","Million euro","102.699"
"2009","Slovakia","Higher education sector","Million euro","75.775"
"2009","Slovakia","Private non-profit sector","Million euro","0.144"
"2009","Finland","All sectors","Million euro","6 786.472"
"2009","Finland","Business enterprise sector","Million euro","4 847.164"
"2009","Finland","Government sector","Million euro","617.296"
"2009","Finland","Higher education sector","Million euro","1 282.808"
"2009","Finland","Private non-profit sector","Million euro","39.205"
"2009","Sweden","All sectors","Million euro","10 682.826"
"2009","Sweden","Business enterprise sector","Million euro","7 577.29"
"2009","Sweden","Government sector","Million euro","467.083"
"2009","Sweden","Higher education sector","Million euro","2 630.637"
"2009","Sweden","Private non-profit sector","Million euro","7.91"
"2009","United Kingdom","All sectors","Million euro","29 030.868"
"2009","United Kingdom","Business enterprise sector","Million euro","17 537.322"
"2009","United Kingdom","Government sector","Million euro","2 660.231"
"2009","United Kingdom","Higher education sector","Million euro","8 113.144"
"2009","United Kingdom","Private non-profit sector","Million euro","720.171"
"2010","Belgium","All sectors","Million euro","7 487.5"
"2010","Belgium","Business enterprise sector","Million euro","5 027.7"
"2010","Belgium","Government sector","Million euro","630.9"
"2010","Belgium","Higher education sector","Million euro","1 760.5"
"2010","Belgium","Private non-profit sector","Million euro","68.5"
"2010","Bulgaria","All sectors","Million euro","215.57"
"2010","Bulgaria","Business enterprise sector","Million euro","108.45"
"2010","Bulgaria","Government sector","Million euro","80.342"
"2010","Bulgaria","Higher education sector","Million euro","25.333"
"2010","Bulgaria","Private non-profit sector","Million euro","1.445"
"2010","Czech Republic","All sectors","Million euro","2 095.142"
"2010","Czech Republic","Business enterprise sector","Million euro","1 208.836"
"2010","Czech Republic","Government sector","Million euro","453.611"
"2010","Czech Republic","Higher education sector","Million euro","419.873"
"2010","Czech Republic","Private non-profit sector","Million euro","12.822"
"2010","Denmark","All sectors","Million euro","7 093.296"
"2010","Denmark","Business enterprise sector","Million euro","4 755.092"
"2010","Denmark","Government sector","Million euro","156.613"
"2010","Denmark","Higher education sector","Million euro","2 150.387"
"2010","Denmark","Private non-profit sector","Million euro","31.158"
"2010","Germany","All sectors","Million euro","70 014.208"
"2010","Germany","Business enterprise sector","Million euro","46 929"
"2010","Germany","Government sector","Million euro","10 353.729"
"2010","Germany","Higher education sector","Million euro","12 731.479"
"2010","Germany","Private non-profit sector","Million euro",":"
"2010","Estonia","All sectors","Million euro","232.76"
"2010","Estonia","Business enterprise sector","Million euro","116.763"
"2010","Estonia","Government sector","Million euro","24.561"
"2010","Estonia","Higher education sector","Million euro","88.533"
"2010","Estonia","Private non-profit sector","Million euro","2.903"
"2010","Ireland","All sectors","Million euro","2 669.505"
"2010","Ireland","Business enterprise sector","Million euro","1 833.6"
"2010","Ireland","Government sector","Million euro","127.4"
"2010","Ireland","Higher education sector","Million euro","708.5"
"2010","Ireland","Private non-profit sector","Million euro",":"
"2010","Greece","All sectors","Million euro","1 352.52"
"2010","Greece","Business enterprise sector","Million euro","533.39"
"2010","Greece","Government sector","Million euro","320.55"
"2010","Greece","Higher education sector","Million euro","483.24"
"2010","Greece","Private non-profit sector","Million euro","15.34"
"2010","Spain","All sectors","Million euro","14 588.455"
"2010","Spain","Business enterprise sector","Million euro","7 506.443"
"2010","Spain","Government sector","Million euro","2 930.562"
"2010","Spain","Higher education sector","Million euro","4 123.15"
"2010","Spain","Private non-profit sector","Million euro","28.3"
"2010","France","All sectors","Million euro","43 468.832"
"2010","France","Business enterprise sector","Million euro","27 454.57"
"2010","France","Government sector","Million euro","6 092.806"
"2010","France","Higher education sector","Million euro","9 380.154"
"2010","France","Private non-profit sector","Million euro","541.302"
"2010","Croatia","All sectors","Million euro","335.144"
"2010","Croatia","Business enterprise sector","Million euro","147.791"
"2010","Croatia","Government sector","Million euro","92.253"
"2010","Croatia","Higher education sector","Million euro","94.599"
"2010","Croatia","Private non-profit sector","Million euro","0.501"
"2010","Italy","All sectors","Million euro","19 624.9"
"2010","Italy","Business enterprise sector","Million euro","10 579.2"
"2010","Italy","Government sector","Million euro","2 687.6"
"2010","Italy","Higher education sector","Million euro","5 647.5"
"2010","Italy","Private non-profit sector","Million euro","710.6"
"2010","Cyprus","All sectors","Million euro","86.198"
"2010","Cyprus","Business enterprise sector","Million euro","14.796"
"2010","Cyprus","Government sector","Million euro","16.891"
"2010","Cyprus","Higher education sector","Million euro","42.944"
"2010","Cyprus","Private non-profit sector","Million euro","11.567"
"2010","Latvia","All sectors","Million euro","108.649"
"2010","Latvia","Business enterprise sector","Million euro","40.214"
"2010","Latvia","Government sector","Million euro","24.975"
"2010","Latvia","Higher education sector","Million euro","43.459"
"2010","Latvia","Private non-profit sector","Million euro",":"
"2010","Lithuania","All sectors","Million euro","219.59"
"2010","Lithuania","Business enterprise sector","Million euro","64.556"
"2010","Lithuania","Government sector","Million euro","38.52"
"2010","Lithuania","Higher education sector","Million euro","116.514"
"2010","Lithuania","Private non-profit sector","Million euro",":"
